"ORGID13","ORGANIZATION13","ENGSTATE13","COMMITMENT13","SAT13","ORGID15","ORGANIZATION15","ENGSTATE15","COMMITMENT15","SAT15"
"TICS","Technology, Innovation and Citizens' Services","Unhappily Dedicated",62.5,12.5,"GCPE","Government Communications and Public Engagement",NA,NA,NA
"AG","Attorney General","Unhappily Dedicated",62.5,12.5," "," ",NA,NA,NA
"PSSG","Public Safety and Solicitor General",NA,NA,50,"PSSG","Public Safety and Solicitor General","Moderately Engaged",75,62.5
"EBC","Elections BC","Minimally Engaged",50,37.5,"EBC","Elections BC",NA,NA,NA
"EBC","Elections BC","Unhappily Dedicated",100,37.5,"BCPSA","BC Public Service Agency","Engaged",87.5,100
"GCPE","Government Communications and Public Engagement",NA,NA,NA,"GCPE","Government Communications and Public Engagement",NA,NA,NA
"EBC","Elections BC",NA,NA,NA," "," ",NA,NA,NA
"EBC","Elections BC",NA,NA,NA,"EBC","Elections BC","Minimally Engaged",50,25
"AG","Attorney General","Engaged",75,87.5,"AG","Attorney General",NA,NA,NA
" "," ",NA,NA,NA,"PGT","Public Guardian and Trustee","Engaged",75,75
"FIN","Finance","Unhappily Dedicated",75,50,"FIN","Finance","Happily Detached",50,75
"NGD","Natural Gas Development including Office of Housing and Construction Standards","Moderately Engaged",62.5,75,"NGD","Natural Gas Development including Office of Housing and Construction Standards","Moderately Engaged",62.5,75
" "," ",NA,NA,NA,"AG","Attorney General",NA,62.5,NA
"BCPSA","BC Public Service Agency","Unhappily Dedicated",75,50,"BCPSA","BC Public Service Agency","Engaged",75,75
"GCPE","Government Communications and Public Engagement","Moderately Engaged",62.5,75,"GCPE","Government Communications and Public Engagement","Happily Detached",50,75
" "," ",NA,NA,NA,"EBC","Elections BC","Engaged",100,100
"GCPE","Government Communications and Public Engagement","Engaged",75,75,"GCPE","Government Communications and Public Engagement","Moderately Engaged",62.5,62.5
" "," ",NA,NA,NA,"AG","Attorney General","Engaged",100,75
"PGT","Public Guardian and Trustee",NA,NA,NA," "," ",NA,NA,NA
"PGT","Public Guardian and Trustee",NA,NA,62.5,"PGT","Public Guardian and Trustee",NA,NA,NA
"AGRI","Agriculture","Moderately Engaged",62.5,62.5," "," ",NA,NA,NA
"PSSG","Public Safety and Solicitor General","Unhappily Dedicated",75,50,"PSSG","Public Safety and Solicitor General","Moderately Engaged",75,62.5
"GCPE","Government Communications and Public Engagement",NA,NA,62.5,"GCPE","Government Communications and Public Engagement",NA,NA,50
"NGD","Natural Gas Development including Office of Housing and Construction Standards","Engaged",100,75,"NGD","Natural Gas Development including Office of Housing and Construction Standards","Engaged",75,75
"NGD","Natural Gas Development including Office of Housing and Construction Standards",NA,NA,NA,"NGD","Natural Gas Development including Office of Housing and Construction Standards","Engaged",75,75
"GCPE","Government Communications and Public Engagement",NA,NA,NA,"GCPE","Government Communications and Public Engagement","Minimally Engaged",50,50
"GCPE","Government Communications and Public Engagement","Engaged",87.5,87.5,"GCPE","Government Communications and Public Engagement","Engaged",100,100
"EBC","Elections BC",NA,NA,NA,"EBC","Elections BC",NA,NA,NA
"PGT","Public Guardian and Trustee","Happily Detached",50,75,"PGT","Public Guardian and Trustee","Happily Detached",50,87.5
" "," ",NA,NA,NA,"GCPE","Government Communications and Public Engagement","Moderately Engaged",87.5,62.5
"AGRI","Agriculture","Disengaged",37.5,12.5,"EBC","Elections BC","Disengaged",0,0
"AG","Attorney General","Engaged",100,75,"AG","Attorney General","Unhappily Dedicated",75,37.5
"AGRI","Agriculture","Engaged",75,75,"AGRI","Agriculture","Minimally Engaged",37.5,50
"GCPE","Government Communications and Public Engagement",NA,NA,NA,"GCPE","Government Communications and Public Engagement","Moderately Engaged",75,62.5
"GCPE","Government Communications and Public Engagement","Engaged",100,100,"GCPE","Government Communications and Public Engagement","Engaged",100,100
" "," ",NA,NA,NA,"GCPE","Government Communications and Public Engagement","Unhappily Dedicated",75,37.5
" "," ",NA,NA,NA,"AG","Attorney General","Engaged",100,100
"GCPE","Government Communications and Public Engagement","Minimally Engaged",37.5,50,"GCPE","Government Communications and Public Engagement","Unhappily Dedicated",62.5,50
"FIN","Finance","Unhappily Dedicated",75,50,"FIN","Finance","Moderately Engaged",62.5,62.5
"GCPE","Government Communications and Public Engagement",NA,NA,50,"GCPE","Government Communications and Public Engagement",NA,NA,12.5
"TICS","Technology, Innovation and Citizens' Services","Moderately Engaged",62.5,62.5,"TICS","Technology, Innovation and Citizens' Services","Unhappily Dedicated",62.5,50
"AGRI","Agriculture","Unhappily Dedicated",87.5,37.5,"AGRI","Agriculture",NA,NA,NA
"GCPE","Government Communications and Public Engagement","Moderately Engaged",62.5,62.5,"GCPE","Government Communications and Public Engagement",NA,NA,NA
"EBC","Elections BC","Engaged",87.5,100,"EBC","Elections BC","Engaged",100,100
"EBC","Elections BC","Moderately Engaged",75,62.5,"EBC","Elections BC","Moderately Engaged",87.5,62.5
"PSSG","Public Safety and Solicitor General","Engaged",100,87.5,"PSSG","Public Safety and Solicitor General",NA,NA,NA
"PSSG","Public Safety and Solicitor General",NA,NA,NA," "," ",NA,NA,NA
"GCPE","Government Communications and Public Engagement","Disengaged",12.5,25,"GCPE","Government Communications and Public Engagement","Minimally Engaged",37.5,50
"BCPSA","BC Public Service Agency","Engaged",87.5,75,"BCPSA","BC Public Service Agency","Disengaged",25,12.5
"PSSG","Public Safety and Solicitor General",NA,NA,NA," "," ",NA,NA,NA
"BCPSA","BC Public Service Agency","Engaged",100,87.5,"BCPSA","BC Public Service Agency","Engaged",100,75
"NGD","Natural Gas Development including Office of Housing and Construction Standards","Unhappily Dedicated",75,37.5,"NGD","Natural Gas Development including Office of Housing and Construction Standards","Engaged",87.5,75
"NGD","Natural Gas Development including Office of Housing and Construction Standards","Engaged",75,75,"NGD","Natural Gas Development including Office of Housing and Construction Standards","Engaged",100,75
"GCPE","Government Communications and Public Engagement","Engaged",100,87.5,"GCPE","Government Communications and Public Engagement","Engaged",100,100
" "," ",NA,NA,NA,"FIN","Finance","Engaged",75,75
"FIN","Finance","Minimally Engaged",50,50,"FIN","Finance","Moderately Engaged",62.5,62.5
"GCPE","Government Communications and Public Engagement","Engaged",75,87.5,"GCPE","Government Communications and Public Engagement","Engaged",100,100
" "," ",NA,NA,NA,"AG","Attorney General","Engaged",100,100
"GCPE","Government Communications and Public Engagement","Unhappily Dedicated",62.5,50,"GCPE","Government Communications and Public Engagement","Moderately Engaged",75,62.5
"PSSG","Public Safety and Solicitor General","Minimally Engaged",37.5,50,"PSSG","Public Safety and Solicitor General","Minimally Engaged",50,37.5
"GCPE","Government Communications and Public Engagement",NA,NA,NA,"GCPE","Government Communications and Public Engagement",NA,NA,NA
"AG","Attorney General","Unhappily Dedicated",62.5,50,"AG","Attorney General","Unhappily Dedicated",62.5,50
"TICS","Technology, Innovation and Citizens' Services","Engaged",100,100,"TICS","Technology, Innovation and Citizens' Services",NA,NA,NA
"GCPE","Government Communications and Public Engagement","Unhappily Dedicated",87.5,0,"GCPE","Government Communications and Public Engagement","Unhappily Dedicated",62.5,25
"PGT","Public Guardian and Trustee","Engaged",100,87.5,"PGT","Public Guardian and Trustee","Unhappily Dedicated",62.5,37.5
"PGT","Public Guardian and Trustee","Engaged",87.5,75," "," ",NA,NA,NA
"GCPE","Government Communications and Public Engagement","Minimally Engaged",37.5,50,"GCPE","Government Communications and Public Engagement","Engaged",75,75
" "," ",NA,NA,NA,"GCPE","Government Communications and Public Engagement","Minimally Engaged",50,37.5
"PGT","Public Guardian and Trustee","Engaged",75,87.5,"PGT","Public Guardian and Trustee","Happily Detached",50,75
"TICS","Technology, Innovation and Citizens' Services",NA,NA,62.5,"TICS","Technology, Innovation and Citizens' Services","Moderately Engaged",62.5,75
"PGT","Public Guardian and Trustee","Engaged",100,100,"PGT","Public Guardian and Trustee","Engaged",100,100
" "," ",NA,NA,NA,"GCPE","Government Communications and Public Engagement","Unhappily Dedicated",75,50
"EBC","Elections BC","Moderately Engaged",75,62.5,"EBC","Elections BC","Moderately Engaged",87.5,62.5
"GCPE","Government Communications and Public Engagement","Unhappily Dedicated",62.5,50," "," ",NA,NA,NA
"NGD","Natural Gas Development including Office of Housing and Construction Standards","Moderately Engaged",75,62.5,"GCPE","Government Communications and Public Engagement","Engaged",75,87.5
"GCPE","Government Communications and Public Engagement",NA,NA,NA,"GCPE","Government Communications and Public Engagement","Minimally Engaged",50,50
" "," ",NA,NA,NA,"AGRI","Agriculture","Disengaged",25,37.5
" "," ",NA,NA,NA,"TICS","Technology, Innovation and Citizens' Services","Unhappily Dedicated",75,50
"AG","Attorney General","Engaged",100,75," "," ",NA,NA,NA
"AG","Attorney General","Minimally Engaged",50,50,"AG","Attorney General",NA,NA,NA
"AGRI","Agriculture","Unhappily Dedicated",75,37.5,"AGRI","Agriculture","Engaged",75,75
"EBC","Elections BC","Moderately Engaged",75,62.5," "," ",NA,NA,NA
"GCPE","Government Communications and Public Engagement",NA,NA,NA," "," ",NA,NA,NA
"PGT","Public Guardian and Trustee","Engaged",100,87.5,"PGT","Public Guardian and Trustee","Unhappily Dedicated",75,50
"PSSG","Public Safety and Solicitor General",NA,NA,NA,"PSSG","Public Safety and Solicitor General","Moderately Engaged",62.5,62.5
"SDSI","Social Development and Social Innovation","Engaged",100,100,"SDSI","Social Development and Social Innovation","Moderately Engaged",87.5,62.5
"GCPE","Government Communications and Public Engagement","Engaged",75,87.5,"GCPE","Government Communications and Public Engagement","Engaged",87.5,87.5
"GCPE","Government Communications and Public Engagement",NA,NA,37.5,"GCPE","Government Communications and Public Engagement","Minimally Engaged",50,37.5
"GCPE","Government Communications and Public Engagement","Engaged",100,87.5,"GCPE","Government Communications and Public Engagement",NA,NA,NA
"AG","Attorney General",NA,NA,NA,"NGD","Natural Gas Development including Office of Housing and Construction Standards",NA,NA,62.5
"GCPE","Government Communications and Public Engagement",NA,NA,50,"GCPE","Government Communications and Public Engagement",NA,NA,50
"BCPSA","BC Public Service Agency","Unhappily Dedicated",75,50,"BCPSA","BC Public Service Agency","Engaged",100,75
"GCPE","Government Communications and Public Engagement",NA,NA,NA," "," ",NA,NA,NA
"GCPE","Government Communications and Public Engagement","Unhappily Dedicated",100,50," "," ",NA,NA,NA
"NGD","Natural Gas Development including Office of Housing and Construction Standards","Engaged",75,75,"NGD","Natural Gas Development including Office of Housing and Construction Standards","Engaged",100,100
"EBC","Elections BC","Engaged",75,75," "," ",NA,NA,NA
"BCPSA","BC Public Service Agency","Engaged",87.5,75,"BCPSA","BC Public Service Agency","Engaged",100,100
"BCPSA","BC Public Service Agency","Engaged",75,75,"BCPSA","BC Public Service Agency","Minimally Engaged",50,50
"GCPE","Government Communications and Public Engagement","Moderately Engaged",75,62.5,"GCPE","Government Communications and Public Engagement","Moderately Engaged",62.5,75
"NGD","Natural Gas Development including Office of Housing and Construction Standards","Moderately Engaged",62.5,87.5," "," ",NA,NA,NA
"AG","Attorney General","Unhappily Dedicated",100,50,"EBC","Elections BC","Engaged",100,75
"PGT","Public Guardian and Trustee","Engaged",100,100,"PGT","Public Guardian and Trustee","Engaged",100,100
"FIN","Finance","Engaged",75,75,"FIN","Finance",NA,NA,NA
"EBC","Elections BC","Engaged",100,100,"EBC","Elections BC","Engaged",100,100
"PGT","Public Guardian and Trustee","Minimally Engaged",50,0,"PGT","Public Guardian and Trustee","Unhappily Dedicated",62.5,25
"GCPE","Government Communications and Public Engagement","Engaged",100,87.5,"GCPE","Government Communications and Public Engagement","Engaged",100,87.5
"PGT","Public Guardian and Trustee",NA,NA,75,"PGT","Public Guardian and Trustee","Unhappily Dedicated",75,50
"FIN","Finance","Unhappily Dedicated",75,50,"FIN","Finance",NA,NA,NA
"GCPE","Government Communications and Public Engagement",NA,NA,NA," "," ",NA,NA,NA
"BCPSA","BC Public Service Agency","Minimally Engaged",50,12.5,"BCPSA","BC Public Service Agency",NA,37.5,NA
"PGT","Public Guardian and Trustee","Engaged",100,100,"NGD","Natural Gas Development including Office of Housing and Construction Standards",NA,NA,NA
"FIN","Finance",NA,NA,NA,"FIN","Finance","Engaged",75,75
"NGD","Natural Gas Development including Office of Housing and Construction Standards","Engaged",75,75,"NGD","Natural Gas Development including Office of Housing and Construction Standards","Engaged",75,87.5
"PGT","Public Guardian and Trustee","Engaged",75,75,"PGT","Public Guardian and Trustee","Engaged",75,100
"TICS","Technology, Innovation and Citizens' Services",NA,NA,NA,"TICS","Technology, Innovation and Citizens' Services","Minimally Engaged",50,25
"PSSG","Public Safety and Solicitor General","Disengaged",25,25,"PSSG","Public Safety and Solicitor General",NA,NA,NA
" "," ",NA,NA,NA,"NGD","Natural Gas Development including Office of Housing and Construction Standards","Engaged",100,100
"GCPE","Government Communications and Public Engagement","Engaged",75,87.5,"GCPE","Government Communications and Public Engagement","Disengaged",0,0
"TICS","Technology, Innovation and Citizens' Services","Engaged",87.5,75,"TICS","Technology, Innovation and Citizens' Services","Unhappily Dedicated",62.5,50
"GCPE","Government Communications and Public Engagement",NA,NA,NA,"GCPE","Government Communications and Public Engagement",NA,NA,NA
"BCPSA","BC Public Service Agency",NA,NA,NA," "," ",NA,NA,NA
"GCPE","Government Communications and Public Engagement","Disengaged",25,12.5,"GCPE","Government Communications and Public Engagement","Disengaged",25,37.5
" "," ",NA,NA,NA,"GCPE","Government Communications and Public Engagement","Minimally Engaged",50,37.5
" "," ",NA,NA,NA,"FLNR","Forests, Lands and Natural Resource Operations","Engaged",100,100
"PGT","Public Guardian and Trustee","Engaged",100,100,"PGT","Public Guardian and Trustee",NA,NA,NA
"GCPE","Government Communications and Public Engagement","Unhappily Dedicated",75,37.5,"GCPE","Government Communications and Public Engagement",NA,NA,NA
"PSSG","Public Safety and Solicitor General",NA,NA,NA," "," ",NA,NA,NA
"GCPE","Government Communications and Public Engagement",NA,NA,75,"BCPSA","BC Public Service Agency","Minimally Engaged",50,37.5
"PGT","Public Guardian and Trustee","Unhappily Dedicated",87.5,50,"PGT","Public Guardian and Trustee",NA,NA,62.5
"PGT","Public Guardian and Trustee","Minimally Engaged",25,50," "," ",NA,NA,NA
"PGT","Public Guardian and Trustee","Engaged",75,75,"PGT","Public Guardian and Trustee","Engaged",100,87.5
"PGT","Public Guardian and Trustee",NA,NA,NA," "," ",NA,NA,NA
"PGT","Public Guardian and Trustee","Engaged",75,75,"GCPE","Government Communications and Public Engagement",NA,NA,NA
"EBC","Elections BC","Engaged",87.5,100,"EBC","Elections BC","Engaged",100,100
"AGRI","Agriculture",NA,NA,NA,"AGRI","Agriculture","Minimally Engaged",50,37.5
"PGT","Public Guardian and Trustee","Engaged",100,100,"PGT","Public Guardian and Trustee","Moderately Engaged",62.5,87.5
"PGT","Public Guardian and Trustee",NA,87.5,NA,"PGT","Public Guardian and Trustee","Engaged",100,75
"EBC","Elections BC","Engaged",100,100,"EBC","Elections BC","Engaged",100,100
" "," ",NA,NA,NA,"ENV","Environment","Engaged",87.5,100
"PGT","Public Guardian and Trustee","Moderately Engaged",75,62.5,"PGT","Public Guardian and Trustee","Happily Detached",50,62.5
"PGT","Public Guardian and Trustee","Engaged",100,87.5,"PGT","Public Guardian and Trustee","Unhappily Dedicated",87.5,50
